car_model,car_year,car_vin,price,country,color
Ram 3500 Club,1996,YV1672MC3AJ156481,"€58995,41",China,Indigo
Evora,2010,1G6DM577380512839,"€28176,65",Czech Republic,Yellow
Vitara,2002,JN8AF5MR2CT317505,"€44536,37",Sweden,Pink
Taurus X,2009,1VWAH7A37DC800956,"€23973,03",Lesotho,Red
Avalon,2006,1GYUKCEF2AR483119,"€15550,26",Portugal,Crimson
Challenger,2004,5UXZV4C50DL263874,"€20093,28",Thailand,Crimson
Commander,2008,WAUVFAFR1BA118519,"€54455,33",Germany,Aquamarine
Talon,1991,2LMDJ6JK3BB308122,"€32856,71",Philippines,Green
FJ Cruiser,2007,2HNYD18632H895630,"€5214,60",China,Aquamarine
Ram 3500,2008,SAJWA4DC5FM418866,"€58136,32",Ukraine,Goldenrod
Escalade ESV,2010,2C3CDZBT8FH984701,"€25410,53",China,Indigo
Explorer,1992,JH4CL96867C458316,"€39182,30",Indonesia,Fuscia
Caliber,2007,WAUGF78KX9A830744,"€22995,16",Chile,Teal
Ram Wagon B350,1994,WAUKH74F87N513029,"€7819,59",Czech Republic,Red
Mariner,2006,WBADX7C57DJ190602,"€52982,77",Indonesia,Crimson
Integra,1999,WBAVB335X6A890399,"€20326,57",Albania,Violet
Highlander,2004,WAUFGBFB5BN452734,"€54706,69",South Africa,Aquamarine
M3,1997,1FMNE1BWXAD703882,"€8701,38",New Zealand,Turquoise
Cutlass Supreme,1995,1G4HR57Y87U570859,"€37374,87",France,Orange
Highlander,2012,WBAKE5C58CJ457049,"€13433,01",China,Violet
1 Series,2012,SAJWA4DC2EM074430,"€5734,36",Indonesia,Yellow
Sunbird,1993,1G6DF8E58C0072669,"€36430,67",France,Violet
M-Class,2009,WP0CA2A82DS500441,"€12716,12",Sweden,Teal
Vandura G3500,1996,3D4PH3FG3BT756539,"€27014,40",Vietnam,Red
Cressida,1992,5TFBW5F1XDX384256,"€57532,57",Russia,Red
F-Series,1985,WBAGK934X1D444148,"€58387,81",Canada,Turquoise
Type 2,1985,1G4PP5SKXF4361416,"€51238,24",Botswana,Goldenrod
A8,2009,YV4902DZ8D2602647,"€50075,78",Canada,Puce
Thunderbird,1967,1G6DS5EV4A0439266,"€28782,09",China,Indigo
Gallardo,2003,2HNYD18614H293540,"€39150,21",Indonesia,Yellow
Colorado,2004,1GD12ZCG1BF319012,"€58853,56",Philippines,Pink
Cougar,1985,4JGCB2FE8CA799641,"€18806,79",Brazil,Yellow
ES,1993,1G6DV57V290093931,"€7633,94",Cyprus,Red
S5,2008,WP0AA2A90AS847326,"€9383,29",South Africa,Mauv
Cherokee,1998,3D7TT2CT1AG175057,"€15928,90",Pakistan,Red
H1,1999,5NPDH4AE9EH622182,"€52720,58",Argentina,Purple
Town & Country,2000,3VWKZ8AJ6BM735647,"€17538,79",Finland,Orange
Eldorado,2001,JHMZF1C41BS783037,"€18610,21",China,Maroon
Echo,2003,WBADT43441G248336,"€29115,90",Indonesia,Goldenrod
Vega,1971,2C4RDGBG0FR792230,"€16329,28",Afghanistan,Aquamarine
Mountaineer,2000,WBABD334X6J457234,"€44011,76",Iran,Aquamarine
XC60,2009,1HGCP2E7XAA859541,"€30318,85",Serbia,Red
Sportvan G20,1994,WAUGN74F89N583776,"€46658,20",Indonesia,Pink
Viper,2009,WAULC68EX5A915749,"€48684,46",Iraq,Crimson
Maxima,1995,WVGAV7AXXCW809545,"€34908,65",Bosnia and Herzegovina,Yellow
GT500,1968,1G6YX36D895021031,"€41409,53",Vietnam,Blue
Yukon,1993,JTEBU4BF5DK011488,"€39694,72",Philippines,Blue
Insight,2001,3D73M3HL2AG906106,"€51650,35",Ukraine,Yellow
MDX,2005,3N1AB7AP7FY552387,"€17785,29",United Kingdom,Teal
Quattro,1994,1FTEW1E88AF439953,"€14774,12",United States,Crimson
TL,2003,KNAGG4A89A5305519,"€26654,92",New Zealand,Teal
Spider,1993,WBAEW53483P092130,"€40148,08",Bosnia and Herzegovina,Teal
Taurus,1990,1FMCU0F79DU081559,"€58456,42",Philippines,Puce
Savana 3500,2004,WBXPA93415W213156,"€22983,96",Malaysia,Crimson
G8,2009,1G6DM5EV9A0472130,"€8586,68",Greece,Maroon
Lancer,2004,VNKKTUD33FA801785,"€55170,17",Indonesia,Orange
Tahoe,2009,1FMCU0F74FU150788,"€15261,04",Honduras,Maroon
XL-7,2002,1GD11ZCG4CF893155,"€43048,41",Canada,Violet
Malibu,2013,1GYFK63898R898382,"€16426,69",China,Turquoise
Range Rover Classic,1993,WA1DMAFP2EA614642,"€40844,27",Azerbaijan,Red
Corvette,2012,WA1CGAFE4FD858388,"€46913,98",Philippines,Aquamarine
4Runner,1998,KMHFC4DD4AA256557,"€46603,25",France,Green
Viper,2002,ZFBCFADH6EZ549693,"€52325,46",Germany,Fuscia
Allroad,2004,JM1NC2EF6A0127357,"€22994,08",Russia,Maroon
E250,2006,JH4CU2F68CC331029,"€24930,89",Indonesia,Violet
F350,2011,WAUFFBFL9CN217833,"€35020,38",Russia,Aquamarine
Bronco II,1988,1N4AA5AP2AC836599,"€36541,73",Brazil,Blue
Elantra,2010,1G6DN57S440594897,"€53989,25",China,Khaki
S40,2007,WDDHF0EB0EB973361,"€40535,05",Indonesia,Maroon
Santa Fe,2012,WAUMV94EX9N592145,"€29068,04",China,Fuscia
GS,1994,WBAYA8C52DC843169,"€57523,24",Vietnam,Indigo
Silverado,1999,KNAFK4A67F5918433,"€45590,25",China,Green
RAV4,2004,2G4WN58C681811546,"€38643,36",Nicaragua,Maroon
Sprinter 2500,2012,WAULC68E32A483839,"€22308,68",Sweden,Mauv
Samurai,1994,JM1BL1K58B1955480,"€56865,83",El Salvador,Yellow
Monaro,2004,WAUEH48H67K963352,"€45719,54",China,Aquamarine
Legend,1992,WAUGFAFR6CA933051,"€57007,57",Russia,Aquamarine
E-Series,2010,WBSDX9C57CE746406,"€35663,50",Tunisia,Pink
Town & Country,1992,WDDPK4HA5FF236331,"€24651,74",Sweden,Khaki
Express 1500,1998,1G6D25EY9B0401074,"€32243,46",Vietnam,Pink
Marauder,2003,WAUPFAFMXAA882672,"€12268,78",Indonesia,Orange
Pajero,2004,WUARU98E27N604245,"€26429,27",China,Khaki
Ranger,1998,1YVHZ8BH9B5320847,"€56580,77",Thailand,Maroon
Integra,2000,1G4HR57Y37U958503,"€54478,94",Poland,Fuscia
Celica,1992,JTEBU4BF6EK412484,"€20030,90",China,Aquamarine
Swift,2005,WBAPK7C51BF285975,"€28347,62",Sweden,Indigo
Grand Am,2003,WP0AB2A85CS509430,"€35341,05",Czech Republic,Yellow
E150,2012,5N1BA0NC6FN186773,"€56479,63",Philippines,Teal
Swift,1992,5N1AR2MM7DC663956,"€48099,99",Colombia,Green
A6,2000,2C4RDGBG6FR331971,"€20105,83",China,Red
Malibu,2011,WA1VKAFP6AA523362,"€20472,79",Philippines,Indigo
Tracker,2003,4T1BF1FK4EU679756,"€31907,56",United States,Mauv
Yukon XL 2500,2011,KMHFH4JG5FA848329,"€24758,07",Brazil,Mauv
F-Series,1987,WAUCVAFRXCA680110,"€15333,15",Australia,Blue
IS F,2008,JN1AZ4EH4AM278607,"€20259,98",Sweden,Puce
Jetta,1988,SCBLC47J08C976710,"€38369,64",Ukraine,Teal
Grand Am,1995,1GD02ZCG3CZ502083,"€54636,85",Portugal,Mauv
GTO,2004,WP1AA2A25EL637805,"€20274,92",China,Teal
Xtra,1995,KMHDB8AE6CU742769,"€43140,13",China,Yellow
SLS-Class,2012,WAUGFAFR4AA728258,"€56935,02",Nigeria,Green
LeMans,1992,3VW8S7AT5FM742251,"€17109,53",Norway,Yellow
Continental GTC,2010,KMHTC6AD7CU248022,"€44030,87",Japan,Purple
CLK-Class,2004,WBAYG0C51DD122948,"€18526,11",Ireland,Mauv
MX-5,1997,1N6AF0LY6FN538909,"€21644,11",Spain,Violet
SC,2008,2T1BURHE9EC509681,"€41906,85",France,Red
3 Series,2002,5N1AN0NW2FN533431,"€15341,60",Yemen,Puce
Commander,2010,3C63DPML6CG989153,"€37491,68",Bulgaria,Maroon
New Beetle,2004,1G6DS8E36D0336810,"€23947,45",China,Crimson
Diablo,1995,1G4CU541554497933,"€57428,25",United States,Mauv
Golf,1994,1D7RV1CT0BS443119,"€55228,40",Russia,Violet
Esteem,1997,4T1BF3EK3BU653951,"€39264,99",United States,Turquoise
Sierra 1500,2004,5N1AZ2MH1FN001655,"€57254,24",Philippines,Blue
Endeavor,2004,WAUKGBFBXBN747388,"€18021,11",Denmark,Aquamarine
X-90,1996,ZFF60FCA1A0193506,"€17869,29",China,Teal
SL-Class,1995,3N1AB6AP9AL339411,"€4217,54",Russia,Turquoise
Grand Marquis,1990,1G6AM5SX7E0420977,"€36715,86",China,Crimson
Camaro,1993,1G6AB5R32D0134428,"€10735,39",Brazil,Puce
Silverado 3500,2001,KNAFU5A20B5848829,"€7851,81",Indonesia,Yellow
Grand Caravan,2000,3VW467AT9DM738980,"€53641,35",Philippines,Green
Rio,2012,WBA4B1C52FG902588,"€20709,66",Indonesia,Crimson
Ram 2500 Club,1999,1FTMF1E84AK612645,"€17104,26",Mongolia,Fuscia
Escalade ESV,2003,WVGAV3AX6EW951614,"€49732,11",Poland,Yellow
914,1970,1G4GD5GD3BF074632,"€10904,84",Peru,Violet
Paseo,1995,1FTSW3B58AE308598,"€29209,18",Czech Republic,Violet
Century,2005,WBAYP9C53ED960131,"€34098,92",China,Mauv
5 Series,1993,SALAB2V62EA731885,"€5872,08",Portugal,Crimson
Grand Prix,1963,2CTALBEW2A6625601,"€10379,91",Poland,Yellow
Fit,2008,WAUMF78P06A050522,"€29446,65",Greece,Khaki
LS,2003,3GTU1YEJ7DG579360,"€36770,19",China,Violet
Sidekick,1993,SCFAD02A76G676042,"€44102,35",Vietnam,Blue
MDX,2004,WAUDG68E25A814827,"€9333,08",United States,Khaki
Suburban 1500,2005,JH4CW2H66EC492957,"€4520,06",Indonesia,Purple
CLS-Class,2012,JTHBK1EGXC2406082,"€11924,89",Poland,Red
APV,1993,JN1AZ4EH2FM870451,"€23516,80",Malaysia,Blue
2500,1998,JTEBU4BF0EK117381,"€10493,03",Thailand,Turquoise
H3,2008,JN8AZ1FY9DW631141,"€52165,61",Sweden,Pink
9-5,2006,1D4PT4GX5BW101084,"€4886,99",Bulgaria,Indigo
Solara,2003,137ZA84321E635669,"€58713,37",China,Yellow
Venza,2012,WAUVT64B44N134513,"€9220,28",Portugal,Mauv
A6,1997,WVGAV7AX0BW156125,"€51736,23",Philippines,Khaki
Baja,2004,WAUGL68E25A135486,"€28568,46",Malaysia,Yellow
4000s,1986,WAUVC58E35A073825,"€42538,67",China,Puce
Avalanche,2009,3GYT4NEF3CG261340,"€36876,62",China,Orange
1500,1996,WDDHF0EB7EB849247,"€58073,38",Brazil,Crimson
Titan,2004,19VDE1F36FE518603,"€55167,93",Russia,Orange
GLK-Class,2012,2T1BU4EE5DC119313,"€8897,50",China,Maroon
Express,2010,KMHDB8AE7CU604738,"€53151,27",Poland,Pink
A5,2012,KNADH5A31A6866592,"€37900,82",Argentina,Maroon
Accent,2006,1GYS4CKJ6FR188297,"€9271,68",China,Indigo
Gallardo,2005,2T3BFREV8EW874051,"€50909,63",Indonesia,Yellow
CR-V,2012,1B3CB1HA8BD048773,"€36552,30",Indonesia,Goldenrod
Windstar,2003,WAUTFAFH4AN114499,"€22089,87",Canada,Crimson
Villager,1997,WAUCF78K49N777000,"€12084,74",Albania,Purple
Aerostar,1988,1G4HR54K144859514,"€41512,02",Yemen,Maroon
Precis,1993,2GKALMEK2C6866991,"€30510,45",Indonesia,Indigo
S10,1997,KNADM4A30D6760080,"€59510,36",Macedonia,Violet
Tucson,2009,19UYA42613A869313,"€50566,83",Panama,Green
S10,2004,1ZVBP8AM1C5620509,"€11060,58",Ireland,Khaki
Bronco,1993,WAUXD68D51A163491,"€38066,57",Panama,Goldenrod
E-Class,1996,WBA3D3C52EF192842,"€42641,76",China,Red
Uplander,2007,WAUDG74F75N964235,"€29421,34",Russia,Puce
S-Class,1991,5N1AN0NW3EN109304,"€23203,67",Honduras,Goldenrod
G6,2007,3GYFNCE33ES065502,"€33785,45",China,Orange
4000CS Quattro,1987,1GYUCDEF3AR684336,"€5411,00",Austria,Teal
T100,1998,2T1BU4EE2DC016480,"€59964,59",France,Pink
Xtra,1993,WAUAFAFL0AA248509,"€56095,70",Portugal,Turquoise
Diamante,2001,5N1AA0NC3EN523054,"€32445,40",Portugal,Goldenrod
EXP,1987,WAUKGAFB9AN305646,"€36817,52",Sweden,Khaki
RAV4,2008,1G6DL1E37D0014780,"€57401,06",Thailand,Red
SVX,1994,WDBSK7AA6CF641334,"€50313,94",Central African Republic,Puce
Sable,1996,WAURFAFR8EA453217,"€9392,16",Palestinian Territory,Turquoise
Equus,2013,JH4CU2E88EC449121,"€53376,03",Somalia,Turquoise
TL,1999,WAUHFAFL6CN493115,"€27036,47",Indonesia,Turquoise
Sonata,2006,JH4KB16687C740391,"€33772,34",Pakistan,Blue
Taurus,2010,3VWF17AT1FM223885,"€45480,50",Russia,Red
Charger,2011,5TFBY5F19AX033585,"€50544,84",Philippines,Purple
MDX,2012,KNADM4A38C6460835,"€8113,96",Philippines,Indigo
Cooper Countryman,2011,JTDBT4K38B4570919,"€43673,10",Bolivia,Yellow
SLX,1998,JM1CW2BL3E0583069,"€5933,73",France,Turquoise
VUE,2002,WBAYA6C56FG272057,"€44200,29",China,Orange
Century,1993,JHMZE2H38BS588304,"€56474,44",Namibia,Goldenrod
Altima,2009,4T3BA3BB0CU045901,"€40420,34",China,Teal
SSR,2005,WBAUP7C55CV770387,"€33441,03",France,Orange
Cayman,2012,1HGCP2E79AA408567,"€42561,04",Portugal,Teal
Passport,1995,3MZBM1K72EM698352,"€31059,84",Brazil,Blue
928,1991,SCFAD01A86G116547,"€18633,91",China,Blue
STS-V,2008,SALAK2V65FA980179,"€34017,56",Russia,Maroon
Protege,1998,2T1BURHE0EC289489,"€46885,49",Indonesia,Puce
Dakota,1998,3N1CN7AP0EL835130,"€28516,42",Russia,Goldenrod
Caravan,2011,1G4HB5EMXAU128662,"€28437,79",Belgium,Red
Town & Country,2002,2G4GR5EK2C9409750,"€58404,01",Indonesia,Indigo
Ram Van 1500,2002,KMHHU6KJ8FU903056,"€53841,79",Mexico,Maroon
Esperante,2006,JH4KB16637C433873,"€56258,54",Germany,Goldenrod
Jimmy,1999,5TFBW5F19CX725354,"€5665,91",Bulgaria,Violet
Xterra,2009,5N1BA0NE0FN137442,"€46701,66",France,Aquamarine
Suburban 1500,2006,1G6AM5S39D0858069,"€25686,30",Colombia,Violet
Sierra 1500,2003,WAUSFAFL0CA962499,"€9840,95",China,Indigo
M-Class,2005,WBAUP7C52AV872775,"€52258,81",China,Turquoise
228,1989,1G6AT5SX3E0081041,"€6872,68",Poland,Blue
Raider,2009,5TDDK3DC7ES522551,"€44567,25",Thailand,Crimson
Aerostar,1996,WAUFFAFM3CA449807,"€33498,48",Philippines,Orange
RX-8,2004,JH4DC54832C510624,"€37419,85",Philippines,Blue
9-2X,2006,2B3CJ5DT7AH291302,"€36246,49",China,Violet
57,2009,1G6AB5R3XE0696059,"€19345,99",Venezuela,Maroon
GTI,2004,1G6DC8EY3B0916764,"€10499,37",Canada,Mauv
944,1983,5TDBM5G19BS235683,"€19425,16",Colombia,Puce
Regal,2003,1G4HP54K51U637639,"€19318,85",Israel,Green
2CV,1948,1N4AL2AP6CN489777,"€49750,95",Slovenia,Blue
FJ Cruiser,2007,4USBT53453L665887,"€6075,26",Nigeria,Purple
Celica,2003,WBAHN03577D670950,"€58173,13",United States,Orange
Mentor,1997,WAULT58E25A261050,"€44200,04",Japan,Maroon
Blazer,1994,1N6AA0ECXFN514628,"€53125,94",Peru,Turquoise
ES,2001,WBAYE4C55FD644711,"€42939,45",Palestinian Territory,Khaki
SC,1992,WBAGJ03451D487469,"€42936,78",France,Teal
NSX,1998,3C6TD4KT1CG199051,"€11663,76",China,Orange
90,1988,KNALW4D48F6957527,"€49867,51",Mozambique,Purple
5 Series,1994,WAUFFBFL5AN507886,"€21582,85",Indonesia,Violet
CLK-Class,2003,JHMFA3F25AS229232,"€14065,54",Russia,Violet
IS F,2011,JN8AS1MU6AM394510,"€25601,85",Philippines,Pink
F350,1992,SALFR2BG7DH081424,"€19157,66",Finland,Fuscia
Cruze,2013,KMHTC6AD1FU466574,"€39505,25",Philippines,Maroon
100,1994,WAUGN74F77N663373,"€56571,01",Venezuela,Violet
Impala,2011,JN8AZ2KR2CT712518,"€31528,44",Greece,Blue
Jetta,2003,5XYZT3LB3EG779327,"€18128,78",Indonesia,Puce
C70,2012,JH4NA21691T412093,"€31905,20",France,Violet
Highlander,2008,1G4HG5EM7AU504204,"€40986,69",China,Turquoise
Passport,1998,WBANA73594B966759,"€57051,12",Iran,Puce
VehiCROSS,1999,WAUEKAFB7BN452299,"€57579,78",Ukraine,Blue
Celica,1998,SAJWA4DCXDM497688,"€49027,64",Brazil,Orange
928,1988,2C3CCAST1CH477946,"€28934,76",Argentina,Violet
S10,1994,5J6TF1H58FL793258,"€6390,96",China,Purple
Caravan,2007,2G4G15GVXB9548361,"€24700,84",Greece,Mauv
S-Class,2002,YV126MFCXF2133680,"€36252,04",Thailand,Goldenrod
300,2012,1N6AA0EC4EN254421,"€11547,94",China,Teal
CX-7,2007,1G4GB5EGXAF446338,"€43745,98",China,Orange
LeSabre,2001,3VW1K7AJ1FM541981,"€33315,23",Indonesia,Goldenrod
A6,2000,SCFAB01A57G059599,"€46262,63",Mexico,Mauv
545,2004,WBAEU33494P096389,"€5523,16",Ukraine,Maroon
Frontier,2005,5N1AA0NE7EN548377,"€22380,50",Russia,Crimson
I,1997,WBSBR93461E694823,"€8613,67",Russia,Crimson
Armada,2007,WVGAV3AX7EW779061,"€39559,56",Philippines,Green
SL-Class,2003,3VWML7AJ0CM887932,"€53510,93",Japan,Fuscia
GX,2004,WBAVB73508V231203,"€49572,65",Brazil,Orange
944,1987,2HNYD28878H415847,"€37842,88",South Africa,Fuscia
Mazda3,2010,WP0CA2A84FS087022,"€59955,47",Nigeria,Khaki
F250,2002,3C3CFFAR6FT841557,"€56695,10",China,Maroon
Talon,1997,KNADH4A33B6843990,"€43740,68",France,Indigo
XLR,2004,2HNYD18245H663104,"€46883,02",Indonesia,Green
Roadster,2012,1GKS1GKC5FR904215,"€15174,62",Indonesia,Violet
3500,1993,WAUEL94FX5N613914,"€43673,99",Nigeria,Orange
Quest,1999,WDDGF4HB8EG585389,"€4851,94",Uganda,Orange
LaCrosse,2009,1FMEU3BE4AU234214,"€10854,76",Greece,Teal
Wrangler,2005,3GYFNBE39FS886034,"€20530,13",United States,Maroon
Eldorado,1993,WA1YD54B13N276804,"€34504,14",Colombia,Blue
Protege5,2002,3C63DRAL7CG585987,"€50823,54",Japan,Yellow
DB9,2006,WBAPH57549N659881,"€48340,25",Thailand,Violet
LR2,2008,JN1AZ4EHXFM021927,"€27243,30",Philippines,Pink
Continental,1988,WAUDT74F65N097163,"€25412,97",Indonesia,Blue
Previa,1993,JTJBM7FX2D5206856,"€41697,57",Portugal,Blue
Typ-1,2009,WVGFG9BP8BD822783,"€58350,89",Philippines,Purple
Tundra,2009,WAUGL78E28A507239,"€36182,67",France,Green
Stylus,1993,5GADX23L55D842686,"€54320,12",Russia,Pink
Mirage,1992,WDDGF4HB2CA596713,"€48342,18",Indonesia,Mauv
Cirrus,1996,SCFEFBBC2AG476073,"€34040,92",China,Crimson
Crown Victoria,1995,1YVHZ8BH0A5684931,"€22721,60",Sierra Leone,Violet
Cherokee,2001,5UXFF03559L056185,"€31578,53",Philippines,Red
Spectra,2002,WA1VYAFE5AD407632,"€20103,44",Colombia,Fuscia
TT,2003,3MZBM1K74EM373136,"€42553,40",China,Purple
Viper,1993,1G6DM1E35C0764271,"€17253,66",Philippines,Green
Corvette,1999,5J6TF1H50EL355882,"€23987,63",China,Crimson
Yukon XL 2500,2012,5GAER13D39J893452,"€27994,43",China,Khaki
CL-Class,2012,1GD120EG8BF155234,"€55644,21",Philippines,Blue
Dakota Club,1993,JN1CV6FE1FM785492,"€13354,60",Indonesia,Puce
Ram 2500,2004,1G6AT5SX3E0633931,"€14088,78",Greece,Fuscia
Cooper,2004,WBADN63412G994329,"€43808,97",Russia,Mauv
Range Rover,1994,5TFBW5F1XBX601267,"€18488,61",China,Khaki
S6,2008,3LN6L2G91FR956321,"€13206,80",China,Blue
Corvette,1994,4USCN33492L101323,"€7226,74",Philippines,Pink
H3,2010,WAUUL78E07A373493,"€6818,30",Indonesia,Blue
Fiesta,2001,WAUDF78E78A489251,"€22998,31",Canada,Khaki
Bravada,2000,3C6TD5KT6CG629162,"€33565,62",China,Yellow
5000S,1986,3C3CFFBR4FT320416,"€6385,59",United Kingdom,Turquoise
Cabriolet,1994,WAUUL98E58A625168,"€29426,86",Greece,Crimson
750,2006,KL4CJFSB4FB120175,"€35237,36",Yemen,Maroon
Mazda5,2009,WBXPA73484W189022,"€40322,24",China,Indigo
Sprinter 2500,2012,1G6AJ5S3XF0627323,"€36199,27",Iran,Yellow
3 Series,1994,2G61V5S86E9025233,"€33701,20",China,Yellow
Silhouette,1995,KNDPB3A20D7347691,"€26756,74",China,Orange
Tacoma Xtra,2003,1HGCR2F34FA717571,"€11505,19",China,Red
Vigor,1994,1C3CCBBB8CN103032,"€44079,83",Russia,Goldenrod
MKZ,2010,WP0AB2A90FS232392,"€6581,86",Peru,Pink
Sonata,2000,JM1CW2BL5D0466690,"€32364,16",Sweden,Aquamarine
Suburban 2500,2000,KNDJT2A12B7719663,"€52237,32",Portugal,Green
Chariot,1993,KNAFU5A26D5577309,"€46954,70",China,Purple
Ram 1500 Club,1995,1FTWW3DY6AE008101,"€39067,51",Thailand,Khaki
Colt Vista,1994,1C4RDJEG0DC944070,"€57614,49",Portugal,Fuscia
Eclipse,1990,1N6AF0KY3EN897859,"€17450,46",China,Indigo
Express 3500,2002,WAUMGBFLXDA294692,"€19512,98",China,Puce
Sierra 1500,2011,WAUDC68D01A541268,"€51820,51",China,Aquamarine
1500 Club Coupe,1999,1J4NF1FB5AD350702,"€35970,10",Ukraine,Puce
Grand Vitara,1999,JN8AF5MR0BT142167,"€18969,18",Peru,Puce
Cherokee,1996,WUARL48HX9K900974,"€30797,62",China,Red
Stealth,1995,5BZBF0AAXEN946101,"€52112,19",United States,Maroon
Envoy,2009,1GYS3EEJ4CR611125,"€5663,34",United States,Blue
Jetta,1992,4T1BF1FK4CU861969,"€13556,06",Czech Republic,Purple
Maxima,2011,JN1AZ4EH9AM507010,"€31931,11",Ethiopia,Pink
E150,2011,JTHFE2C22C2290334,"€8781,39",Iran,Blue
Corvette,2005,WDDHF7GB3FB566884,"€9474,36",Bulgaria,Teal
Previa,1992,WDDEJ7GB9AA274138,"€6630,18",Argentina,Mauv
E-Series,2007,WBAUT9C53AA737772,"€31210,09",Guatemala,Blue
Sedona,2012,2HNYD182X3H186496,"€43170,41",Philippines,Orange
Range Rover,2000,WDDGF4HB2CA284973,"€39453,21",China,Turquoise
Ram 3500,2009,1G6AT5SX4E0032964,"€51519,82",Democratic Republic of the Congo,Purple
Eclipse,1997,WAUDT94F55N869552,"€56613,87",China,Fuscia
Quest,2006,WBA4C9C58FG536518,"€12107,91",Sweden,Goldenrod
Colorado,2005,WAUVFAFH7CN190679,"€46763,90",Indonesia,Aquamarine
Impreza,2005,WAU4FAFL3BA934414,"€9665,76",Czech Republic,Violet
Park Avenue,1998,JTDJTUD37DD362607,"€41718,95",Poland,Violet
Diamante,1997,WVWAN7ANXEE373971,"€10732,86",China,Pink
Tacoma Xtra,2000,WAUBNAFB7AN092704,"€55277,28",China,Crimson
Mustang,2006,WAUKD78P56A990599,"€18070,07",Russia,Aquamarine
Transit Connect,2011,WAUHF98PX7A493145,"€43742,92",Gambia,Goldenrod
Optima,2010,3D7TT2HT1BG895811,"€49089,58",Papua New Guinea,Teal
Grand Am,2004,1G6AB5RX3F0724966,"€27905,41",Russia,Purple
Avalon,2006,SALVP2BG2FH364107,"€27151,40",Brazil,Fuscia
TL,2006,WAUUL98E87A931859,"€47792,19",Indonesia,Turquoise
Jetta,2012,1FTSX2B52AE201117,"€40828,73",Mongolia,Red
Amanti,2006,JTHBK1GG1D2844892,"€17368,90",Indonesia,Pink
Navigator L,2007,1G6DE8EG1A0775967,"€12777,54",China,Turquoise
Mark LT,2007,5N1AA0NC7BN214196,"€41785,44",Sweden,Orange
Riviera,1992,WAUKD78P37A981630,"€41406,69",Paraguay,Khaki
E-Series,1963,WBALM7C52EJ369846,"€21628,45",China,Red
Boxster,2006,JTDKN3DU3B0190341,"€41328,63",Indonesia,Indigo
Matrix,2012,TRUDD38J181168875,"€21923,48",Georgia,Red
